lang	event	word	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	sum	sumdays
fr	2020-08-04	jours	20	50	38	20	16	16	34	43	33	38	25	24	29	20	31	437	173
fr	2020-08-04	moins	19	28	33	27	7	28	34	47	45	21	30	35	32	18	28	432	177
fr	2020-08-04	grand	30	29	32	18	31	38	26	22	48	48	15	21	25	22	27	432	159
fr	2020-08-04	beirut	0	0	0	0	0	0	0	210	115	45	16	23	6	8	4	427	386
fr	2020-08-04	libanais	0	0	0	0	2	2	2	100	86	96	50	35	22	20	9	424	334
fr	2020-08-04	autre	26	33	24	22	16	39	28	46	34	23	23	35	19	23	30	421	154
fr	2020-08-04	vidéo	29	19	27	21	14	14	25	66	42	42	16	24	41	15	24	419	191
fr	2020-08-04	mal	29	27	32	24	26	28	24	32	11	30	31	44	30	22	29	419	128
fr	2020-08-04	twitter	52	36	21	26	18	20	23	33	25	25	17	23	21	35	27	402	123
fr	2020-08-04	femmes	53	40	18	10	13	17	20	28	20	26	34	30	26	19	47	401	128
fr	2020-08-04	président	36	12	75	11	7	11	8	15	24	55	36	31	20	19	27	387	138
fr	2020-08-04	moment	29	17	27	38	8	19	23	34	28	29	28	23	14	26	36	379	142
fr	2020-08-04	chose	22	22	25	24	11	20	25	29	26	37	17	39	31	22	21	371	134
fr	2020-08-04	vrai	27	25	38	18	19	19	21	23	24	25	32	21	23	32	23	370	125
fr	2020-08-04	port	2	11	2	7	2	4	8	123	73	27	33	6	31	14	23	366	264
fr	2020-08-04	français	20	17	12	24	12	20	18	28	27	37	37	15	38	44	17	366	147
fr	2020-08-04	journée	20	32	35	39	17	21	19	23	21	22	18	26	25	30	17	365	103
fr	2020-08-04	amp	37	34	24	26	19	41	20	18	25	23	15	23	20	18	22	365	101
fr	2020-08-04	mois	20	16	19	17	45	36	21	30	25	34	32	7	23	22	16	363	142
fr	2020-08-04	meilleur	17	28	22	21	18	40	36	18	9	20	22	41	25	24	22	363	105
fr	2020-08-04	😂	33	29	27	24	16	38	19	26	18	20	26	15	20	16	31	358	109
fr	2020-08-04	droit	53	36	21	7	10	16	18	34	24	38	27	21	24	18	10	357	141
fr	2020-08-04	tweet	24	15	16	26	27	19	15	28	23	35	16	24	22	33	32	355	117
fr	2020-08-04	nouvelle	25	24	34	19	21	12	30	18	20	26	17	19	27	31	31	354	111
fr	2020-08-04	fin	33	26	27	16	16	25	18	24	17	19	27	25	40	17	21	351	105
fr	2020-08-04	famille	29	31	18	34	14	18	20	39	34	15	15	16	17	29	21	350	123
fr	2020-08-04	passe	14	22	28	19	13	25	29	25	21	35	20	16	23	29	30	349	130
fr	2020-08-04	coronavirus	20	29	19	24	19	38	12	19	18	24	15	17	20	18	57	349	88
fr	2020-08-04	homme	27	17	37	15	23	17	30	25	27	29	16	22	11	17	31	344	127
fr	2020-08-04	nouveau	28	20	18	34	14	16	29	24	25	23	23	21	13	19	26	333	124
fr	2020-08-04	doit	20	26	25	9	7	16	29	19	20	24	29	21	20	28	37	330	121
fr	2020-08-04	seul	28	25	19	15	15	18	16	30	13	41	28	22	15	17	24	326	128
fr	2020-08-04	dis	31	26	9	22	13	14	18	23	14	28	27	16	26	32	25	324	110
fr	2020-08-04	histoire	31	15	23	22	15	23	34	14	12	38	23	16	19	19	17	321	121
fr	2020-08-04	place	19	15	12	12	4	24	16	35	18	33	32	25	22	27	25	319	134
fr	2020-08-04	petit	11	14	11	14	16	17	21	32	23	20	29	19	19	25	46	317	125
fr	2020-08-04	mère	25	24	11	17	11	30	33	35	18	21	18	14	15	14	27	313	125
fr	2020-08-04	vote	73	24	128	3	4	1	8	6	2	9	15	3	8	11	11	306	40
fr	2020-08-04	peuple	8	8	30	9	7	15	9	51	49	38	30	19	10	11	9	303	177
fr	2020-08-04	coup	26	27	12	14	23	17	24	22	17	19	14	14	20	30	22	301	96
fr	2020-08-04	année	16	31	29	11	21	15	9	32	10	16	24	12	20	29	26	301	91
fr	2020-08-04	besoin	32	25	12	6	10	14	25	24	33	24	16	26	18	16	19	300	122
fr	2020-08-04	politique	38	16	20	20	4	13	19	29	10	40	20	12	12	22	23	298	118
fr	2020-08-04	peux	15	20	23	14	19	11	11	24	18	33	24	21	26	21	15	295	110
fr	2020-08-04	🇱🇧	0	0	0	0	0	2	0	141	58	45	17	16	4	7	4	294	261
fr	2020-08-04	mort	35	19	14	18	6	31	20	20	18	20	28	10	17	19	18	293	106
fr	2020-08-04	gars	16	18	18	17	13	12	18	30	5	19	33	29	22	14	28	292	105
fr	2020-08-04	belle	13	20	24	29	27	25	21	10	15	18	23	24	20	11	11	291	87
fr	2020-08-04	maintenant	20	13	22	14	15	10	20	28	7	31	25	14	32	10	28	289	111
fr	2020-08-04	cause	29	25	21	22	15	21	12	27	22	14	13	12	16	21	19	289	88
fr	2020-08-04	travail	25	25	26	16	12	21	14	28	14	11	15	18	16	18	26	285	82
fr	2020-08-04	cours	12	26	21	13	5	9	15	27	19	49	24	13	16	19	15	283	134
fr	2020-08-04	😭	18	16	22	17	12	16	29	34	10	14	13	19	20	25	18	283	100
fr	2020-08-04	tunisien	22	17	21	9	14	32	20	13	20	24	10	5	17	20	35	279	87
fr	2020-08-04	suite	21	15	21	19	14	10	8	43	25	16	21	16	14	18	15	276	113
fr	2020-08-04	raison	17	15	30	14	14	12	14	23	26	22	9	19	20	16	19	270	94
fr	2020-08-04	grande	58	23	10	17	7	11	16	19	17	26	16	5	19	13	13	270	94
fr	2020-08-04	tellement	25	15	10	10	12	21	19	35	23	9	21	11	19	10	26	266	107
fr	2020-08-04	gouvernement	9	7	17	13	5	6	16	15	12	30	31	9	10	57	29	266	104
fr	2020-08-04	genre	15	20	15	8	13	13	15	22	12	21	18	12	18	22	37	261	88
fr	2020-08-04	reste	24	14	33	12	9	16	22	25	13	18	13	14	17	10	19	259	91
fr	2020-08-04	part	11	17	20	17	18	27	15	20	7	24	18	12	14	16	21	257	84
fr	2020-08-04	gros	36	12	18	5	13	15	17	11	10	15	28	14	22	19	22	257	81
fr	2020-08-04	halimi	157	43	11	1	10	3	5	1	0	16	7	0	0	0	0	254	29
fr	2020-08-04	match	9	22	6	9	26	9	11	18	15	10	43	39	17	9	10	253	97
fr	2020-08-04	paris	28	17	15	8	12	24	25	13	16	10	32	12	11	13	16	252	96
fr	2020-08-04	el	14	14	32	26	20	20	18	20	9	14	18	8	9	17	13	252	79
fr	2020-08-04	question	12	11	15	16	7	7	17	10	18	21	24	24	37	12	19	250	90
fr	2020-08-04	point	18	20	9	9	15	8	13	6	24	51	19	14	15	15	13	249	113
fr	2020-08-04	envie	12	12	18	21	16	19	21	8	3	16	15	25	22	23	17	248	63
fr	2020-08-04	cœur	19	18	5	13	15	14	18	31	29	23	19	10	16	11	7	248	120
fr	2020-08-04	face	12	13	10	15	11	18	14	21	16	14	28	24	21	11	17	245	93
fr	2020-08-04	matin	9	16	12	18	9	9	18	14	18	32	14	19	8	25	23	244	96
fr	2020-08-04	fr	28	20	12	12	20	9	20	12	15	11	16	7	19	14	29	244	74
fr	2020-08-04	fille	17	8	5	15	17	19	22	30	10	13	13	29	9	1	36	244	88
fr	2020-08-04	gisèle	149	37	9	1	11	3	6	2	0	16	7	0	0	0	0	241	31
fr	2020-08-04	beau	21	16	10	15	20	18	6	25	15	21	15	16	21	15	5	239	82
fr	2020-08-04	tt	13	19	22	9	16	10	14	14	10	10	17	13	23	16	32	238	65
fr	2020-08-04	presse	15	21	18	9	7	10	12	23	8	14	14	19	14	34	20	238	71
fr	2020-08-04	hier	12	16	11	17	9	17	10	14	36	19	14	35	8	9	11	238	93
fr	2020-08-04	blessés	0	0	0	4	1	15	5	85	77	21	8	6	3	7	6	238	196
fr	2020-08-04	mec	23	25	20	15	17	14	14	12	7	14	20	10	15	12	17	235	67
fr	2020-08-04	wsh	25	25	14	13	10	11	13	15	14	11	12	13	25	16	16	233	65
fr	2020-08-04	pire	14	17	21	18	10	15	18	18	8	17	19	16	16	14	12	233	80
fr	2020-08-04	gisèle halimi	145	37	9	1	8	3	5	1	0	16	6	0	0	0	0	231	28
fr	2020-08-04	choses	19	20	12	4	14	17	23	15	10	15	15	9	12	28	18	231	78
fr	2020-08-04	trouve	4	12	8	5	21	8	19	25	21	20	19	20	17	22	9	230	104
fr	2020-08-04	svp	17	12	6	4	19	16	13	13	12	21	21	13	21	19	22	229	80
fr	2020-08-04	prix	17	25	13	10	4	9	26	15	9	12	8	6	11	12	51	228	70
fr	2020-08-04	recrute	3	13	7	7	0	12	10	31	18	31	33	22	8	8	23	226	123
fr	2020-08-04	masque	8	18	7	18	6	8	18	25	15	17	26	14	11	10	25	226	101
fr	2020-08-04	enfants	14	29	22	8	9	17	19	9	23	7	9	20	9	14	17	226	67
fr	2020-08-04	tnarp	55	41	110	9	0	1	0	3	0	0	2	0	0	1	2	224	5
fr	2020-08-04	macron	4	7	3	0	1	4	3	8	18	92	43	16	11	8	6	224	164
fr	2020-08-04	saison	19	11	14	11	6	16	12	22	12	16	15	26	13	17	13	223	77
fr	2020-08-04	ville	8	8	9	6	3	11	13	54	21	16	12	17	14	15	15	222	116
fr	2020-08-04	tunisia	36	19	20	10	11	12	10	7	9	16	17	11	10	18	16	222	59
fr	2020-08-04	nom	15	11	12	10	20	11	16	16	7	30	22	18	13	6	10	217	91
fr	2020-08-04	grave	19	6	19	11	15	21	18	11	14	22	14	11	11	13	12	217	79
fr	2020-08-04	avocat	19	21	22	19	12	0	13	19	17	18	13	11	7	15	11	217	80
fr	2020-08-04	tunisiens	25	9	13	13	3	13	14	11	20	11	17	19	10	32	6	216	73
fr	2020-08-04	confiance	10	18	64	7	7	6	4	3	10	25	13	12	6	12	19	216	55
fr	2020-08-04	tête	15	12	18	17	17	14	20	18	10	5	12	6	19	10	21	214	65
fr	2020-08-04	semaine	11	9	8	15	7	13	24	15	17	14	11	6	9	34	20	213	81
fr	2020-08-04	passer	22	21	19	4	8	9	19	25	7	13	13	13	7	12	21	213	77
fr	2020-08-04	partie	26	10	7	17	8	5	11	19	13	16	19	10	20	18	14	213	78
fr	2020-08-04	incroyable	18	21	8	16	13	7	14	16	22	17	20	15	11	7	8	213	89
fr	2020-08-04	morts	4	9	4	5	2	0	3	59	65	21	6	10	6	13	4	211	154
fr	2020-08-04	donne	13	17	18	11	8	9	7	15	20	26	13	15	12	14	12	210	81
fr	2020-08-04	bts	67	11	8	0	10	19	25	6	7	7	27	10	2	9	0	208	72
fr	2020-08-04	musulmans	3	8	30	63	25	13	26	15	1	5	6	1	7	1	3	207	53
fr	2020-08-04	wallah	19	3	9	10	1	12	21	27	15	17	24	7	9	11	20	205	104
fr	2020-08-04	années	16	15	16	13	8	18	6	12	13	22	15	7	9	20	15	205	68
fr	2020-08-04	retour	20	14	24	9	11	15	11	9	14	7	20	11	11	18	10	204	61
fr	2020-08-04	dernier	21	21	9	13	18	9	10	9	16	22	10	7	9	12	17	203	67
fr	2020-08-04	truc	9	7	18	10	20	20	25	8	11	12	11	13	17	13	8	202	67
fr	2020-08-04	ministre	26	12	27	9	7	21	12	15	17	5	7	7	11	19	7	202	56
fr	2020-08-04	lieu	12	9	7	8	13	19	11	31	17	11	13	15	9	13	14	202	83
fr	2020-08-04	crise	12	16	12	6	5	15	13	39	18	12	14	5	8	14	13	202	96
fr	2020-08-04	tant	15	12	9	11	9	10	6	18	11	18	8	20	19	14	21	201	61
fr	2020-08-04	mis	24	18	9	5	7	6	14	18	14	11	19	14	17	13	12	201	76
fr	2020-08-04	millions	10	12	21	8	14	4	11	16	16	21	15	5	15	18	14	200	79
fr	2020-08-04	ben	17	18	12	7	7	16	13	25	12	10	22	10	15	7	8	199	82
fr	2020-08-04	publier	6	8	22	9	8	6	11	5	12	7	14	16	60	9	5	198	49
fr	2020-08-04	meuf	18	19	8	6	8	10	7	14	11	16	22	22	12	12	13	198	70
fr	2020-08-04	juillet	35	30	17	25	17	5	8	12	14	8	6	1	5	11	3	197	48
fr	2020-08-04	follow	11	9	16	28	14	13	13	8	12	15	7	9	15	4	22	196	55
fr	2020-08-04	situation	15	4	7	9	7	12	2	18	38	17	8	10	5	22	21	195	83
fr	2020-08-04	quelqu’un	13	9	13	11	13	29	28	13	22	4	10	5	13	3	9	195	77
fr	2020-08-04	explosions	0	0	0	0	0	0	0	71	88	9	14	2	4	6	1	195	182
fr	2020-08-04	sens	16	8	11	8	19	18	13	11	15	14	11	7	14	15	12	192	64
fr	2020-08-04	donner	15	11	13	11	12	7	4	24	9	17	21	19	12	9	8	192	75
fr	2020-08-04	santé	8	3	17	22	5	14	11	29	22	5	9	10	6	15	15	191	76
fr	2020-08-04	jeune	17	13	11	7	16	19	20	10	9	10	10	21	13	6	9	191	59
fr	2020-08-04	flash	9	8	6	13	4	14	2	57	18	18	6	7	10	11	8	191	101
fr	2020-08-04	club	8	8	7	11	7	12	9	14	13	20	12	12	16	16	25	190	68
fr	2020-08-04	t’as	17	6	11	16	14	13	12	18	14	6	13	9	18	12	10	189	63
fr	2020-08-04	photos	11	5	21	13	14	13	2	22	10	21	13	10	12	12	9	188	68
fr	2020-08-04	merde	27	14	10	5	12	6	6	9	7	15	18	6	10	10	33	188	55
fr	2020-08-04	fête	5	6	21	70	21	9	7	3	6	5	16	3	3	2	11	188	37
fr	2020-08-04	seulement	4	12	10	14	7	14	23	18	14	17	4	9	9	13	18	186	76
fr	2020-08-04	maison	8	6	4	3	3	14	25	13	25	10	15	15	10	20	15	186	88
fr	2020-08-04	force	17	12	11	11	10	2	12	25	16	21	13	8	10	10	8	186	87
fr	2020-08-04	passé	7	14	11	6	5	20	13	14	21	18	11	14	9	5	17	185	77
fr	2020-08-04	tunisienne	26	18	8	6	11	10	16	6	18	18	9	10	4	8	16	184	67
fr	2020-08-04	grâce	14	14	18	19	17	5	18	12	14	12	12	2	9	12	6	184	68
fr	2020-08-04	soutien	5	16	8	1	3	6	13	36	15	24	9	14	12	11	8	181	97
fr	2020-08-04	nuit	11	10	11	20	6	6	7	13	13	16	18	14	8	12	16	181	67
fr	2020-08-04	tunivisions	16	20	18	2	4	6	12	14	20	14	10	6	10	12	16	180	70
fr	2020-08-04	annonce	9	13	25	3	12	4	6	4	24	9	10	7	7	24	23	180	53
fr	2020-08-04	❤️	10	4	5	18	12	14	12	12	17	16	13	11	17	9	10	180	70
fr	2020-08-04	joueur	10	8	14	3	6	12	6	17	9	6	15	33	14	10	16	179	53
fr	2020-08-04	triste	13	8	9	7	11	10	16	21	10	12	9	6	10	30	6	178	68
fr	2020-08-04	problème	12	8	26	2	12	10	5	7	6	15	13	14	14	16	18	178	46
fr	2020-08-04	peur	14	9	8	12	8	9	12	12	11	6	11	20	17	16	13	178	52
fr	2020-08-04	jeu	6	10	9	14	8	11	24	12	7	11	13	11	9	16	17	178	67
fr	2020-08-04	hommes	17	10	8	6	11	4	3	8	11	8	15	13	24	14	26	178	45
fr	2020-08-04	👉	29	21	4	8	6	5	5	8	16	17	9	16	5	10	15	174	55
fr	2020-08-04	youtube	19	14	24	17	6	18	14	2	3	5	10	4	10	21	6	173	34
fr	2020-08-04	publier photo	6	8	17	7	7	6	4	4	9	7	14	14	57	9	4	173	38
fr	2020-08-04	projet	25	14	17	7	10	10	6	10	20	14	11	6	3	7	12	172	61
fr	2020-08-04	filles	10	12	10	16	12	9	18	12	9	14	6	12	10	8	14	172	59
fr	2020-08-04	faux	28	7	13	9	9	9	9	10	12	8	17	7	13	10	11	172	56
fr	2020-08-04	compris	11	14	13	18	9	7	9	9	5	17	11	7	13	16	13	172	51
fr	2020-08-04	coeur	17	8	12	9	10	5	9	19	21	5	8	10	9	7	22	171	62
fr	2020-08-04	possible	5	6	7	7	12	14	10	18	13	10	13	20	12	12	11	170	64
fr	2020-08-04	nabeul	20	21	9	1	2	2	11	10	16	16	13	13	13	16	6	169	66
fr	2020-08-04	ghannouchi	22	17	66	11	4	3	6	5	4	9	15	2	1	2	2	169	39
fr	2020-08-04	fou	13	18	15	11	10	8	11	9	3	10	16	12	15	10	8	169	49
fr	2020-08-04	fort	26	10	13	5	9	5	12	17	8	16	10	14	8	6	10	169	63
fr	2020-08-04	mdrr	15	13	10	13	11	11	5	13	8	15	16	4	13	7	14	168	57
fr	2020-08-04	jsuis	7	18	6	10	21	5	11	15	10	15	13	8	13	5	11	168	64
fr	2020-08-04	bas	12	13	8	16	8	13	8	13	11	10	15	9	15	8	9	168	57
fr	2020-08-04	tnarp marsadmajles	52	39	76	0	0	0	0	0	0	0	0	0	0	0	0	167	0
fr	2020-08-04	marsadmajles	52	39	76	0	0	0	0	0	0	0	0	0	0	0	0	167	0
fr	2020-08-04	sort	18	16	12	20	4	1	16	21	5	12	5	11	10	6	9	166	59
fr	2020-08-04	tnarp livemajles	52	39	73	0	0	0	0	0	0	0	0	0	0	0	0	164	0
fr	2020-08-04	pris	12	12	19	6	12	12	7	10	17	10	8	8	13	9	9	164	52
fr	2020-08-04	parents	11	10	7	5	15	12	7	8	8	12	13	16	14	8	18	164	48
fr	2020-08-04	marsadmajles tunisie	52	39	73	0	0	0	0	0	0	0	0	0	0	0	0	164	0
fr	2020-08-04	marsadmajles livemajles	52	39	73	0	0	0	0	0	0	0	0	0	0	0	0	164	0
fr	2020-08-04	livemajles tunisie	52	39	73	0	0	0	0	0	0	0	0	0	0	0	0	164	0
fr	2020-08-04	livemajles	52	39	73	0	0	0	0	0	0	0	0	0	0	0	0	164	0
fr	2020-08-04	ligue	13	7	7	15	9	3	8	16	6	4	28	13	7	9	18	163	62
fr	2020-08-04	état	9	8	10	2	4	19	14	16	22	11	8	9	11	5	13	161	71
fr	2020-08-04	politiques	11	12	5	4	6	1	11	14	29	18	8	8	6	10	17	160	80
fr	2020-08-04	minutes	12	11	13	20	11	9	12	14	8	9	6	9	9	11	6	160	49
fr	2020-08-04	dernière	5	9	18	14	6	12	14	17	9	6	4	10	8	8	20	160	50
fr	2020-08-04	petite	15	14	12	15	10	8	14	14	9	5	7	6	7	13	10	159	49
fr	2020-08-04	paix	37	14	4	10	5	2	5	13	11	5	7	4	10	16	16	159	41
fr	2020-08-04	amour	8	13	2	7	12	14	7	10	13	6	7	20	11	16	13	159	43
fr	2020-08-04	🔴	9	8	10	4	3	2	1	38	15	2	20	11	6	11	18	158	76
fr	2020-08-04	qu’ils	10	6	8	5	5	15	10	12	14	20	5	9	18	13	7	157	61
fr	2020-08-04	loi	42	45	7	9	2	3	8	4	4	3	7	1	5	8	9	157	26
fr	2020-08-04	chance	12	16	10	9	10	7	13	10	7	8	7	15	14	7	12	157	45
fr	2020-08-04	eau	14	17	13	7	4	7	10	7	9	17	10	9	12	5	15	156	53
fr	2020-08-04	ligne	15	9	5	8	2	4	15	13	9	10	22	7	4	18	14	155	69
fr	2020-08-04	explosion beyrouth	0	0	0	0	0	0	0	75	36	11	12	7	3	2	9	155	134
fr	2020-08-04	mdrrr	17	8	11	11	1	4	12	12	7	9	8	7	14	22	11	154	48
fr	2020-08-04	formation	11	16	8	2	4	5	16	10	16	18	11	4	8	18	7	154	71
fr	2020-08-04	autant	9	16	13	10	6	4	3	16	10	2	14	20	5	13	13	154	45
fr	2020-08-04	animaux	4	7	2	19	8	3	7	14	19	9	18	17	6	10	11	154	67
fr	2020-08-04	🇫🇷	20	14	6	3	10	9	3	9	3	17	20	16	6	7	11	154	52
fr	2020-08-04	sorti	10	10	10	11	9	10	11	8	7	12	15	13	11	9	7	153	53
fr	2020-08-04	article	16	30	6	12	10	8	11	5	7	11	12	10	4	2	9	153	46
fr	2020-08-04	pr	5	3	8	4	9	7	11	19	15	9	5	14	18	8	17	152	59
fr	2020-08-04	plutôt	8	17	21	4	6	13	7	6	7	13	11	4	5	14	16	152	44
fr	2020-08-04	comprendre	14	14	3	7	12	7	9	9	10	10	9	5	16	15	12	152	47
fr	2020-08-04	cher	6	10	12	12	9	13	16	20	7	7	9	9	7	5	10	152	59
fr	2020-08-04	arrive	5	7	10	12	16	3	8	23	14	10	13	7	7	11	6	152	68
fr	2020-08-04	liberté	26	12	9	0	9	8	9	9	6	6	9	7	17	15	9	151	39
fr	2020-08-04	train	20	12	11	6	4	11	11	7	11	11	9	9	14	7	7	150	49
fr	2020-08-04	tonnes	0	0	0	10	2	1	0	22	28	47	20	6	6	7	1	150	117
fr	2020-08-04	porte	4	13	10	7	3	9	9	8	4	11	22	18	7	15	10	150	54
fr	2020-08-04	meilleure	14	10	18	5	6	15	8	9	6	11	10	11	7	10	10	150	44
fr	2020-08-04	équipe	6	9	13	9	4	9	12	5	13	8	14	16	10	8	14	150	52
fr	2020-08-04	appelle	11	7	11	4	4	8	13	20	13	11	9	7	11	7	14	150	66
fr	2020-08-04	peuvent	8	6	6	11	4	15	9	25	12	7	4	6	15	10	11	149	57
fr	2020-08-04	prison	8	10	8	7	6	9	17	4	7	4	11	8	6	36	7	148	43
fr	2020-08-04	fils	7	11	15	8	5	11	12	9	15	8	13	8	7	6	13	148	57
fr	2020-08-04	avons	12	15	14	6	3	13	7	6	19	18	4	6	12	6	7	148	54
fr	2020-08-04	victimes	4	8	9	1	5	3	3	39	22	17	5	6	8	4	13	147	86
fr	2020-08-04	regarde	5	7	10	13	11	8	11	16	8	13	7	5	11	12	10	147	55
fr	2020-08-04	om	5	10	6	7	15	7	12	22	12	1	17	5	8	2	16	145	64
fr	2020-08-04	officiel	9	8	9	0	6	6	10	20	9	19	2	8	12	9	18	145	60
fr	2020-08-04	connais	8	8	12	10	6	5	12	10	11	6	12	7	18	7	13	145	51
fr	2020-08-04	vacances	18	13	4	6	7	14	13	4	7	10	14	6	5	11	12	144	48
fr	2020-08-04	veulent	12	7	23	7	12	7	7	8	9	8	5	13	6	7	12	143	37
fr	2020-08-04	mm	7	14	4	4	6	4	10	11	7	8	11	13	15	16	13	143	47
fr	2020-08-04	meilleurs	11	7	14	20	6	8	9	13	11	5	11	13	9	5	1	143	49
fr	2020-08-04	loin	10	7	7	3	10	12	15	17	8	7	7	9	9	12	10	143	54
fr	2020-08-04	justice	24	13	12	9	3	3	5	7	22	2	4	8	6	8	17	143	40
fr	2020-08-04	in	16	9	17	12	9	9	5	13	7	9	7	6	9	7	8	143	41
fr	2020-08-04	choix	6	11	9	0	5	7	8	6	8	18	12	14	10	11	18	143	52
fr	2020-08-04	manque	12	8	17	8	5	7	5	11	11	10	9	11	9	4	15	142	46
fr	2020-08-04	lebanon	0	0	0	0	0	0	0	71	43	7	2	13	2	0	4	142	123
fr	2020-08-04	anniversaire	26	7	6	11	5	11	11	8	10	9	3	8	9	8	9	141	41
fr	2020-08-04	existe	6	5	8	13	9	10	10	8	8	11	5	6	18	9	14	140	42
fr	2020-08-04	message	6	12	7	9	3	9	3	4	20	26	11	10	11	5	3	139	64
fr	2020-08-04	guerre	9	16	6	11	4	7	10	11	15	14	8	6	8	4	10	139	58
fr	2020-08-04	terre	8	8	12	1	7	16	8	13	14	11	5	10	10	6	9	138	51
fr	2020-08-04	société	13	9	3	2	2	14	6	8	10	15	14	17	4	7	14	138	53
fr	2020-08-04	sah	13	5	7	10	6	8	8	23	10	10	5	5	6	12	10	138	56
fr	2020-08-04	plaisir	5	7	4	9	5	10	8	12	11	12	13	11	12	8	11	138	56
fr	2020-08-04	concours	11	5	10	15	10	2	10	9	10	16	4	10	7	5	14	138	49
fr	2020-08-04	algérie	6	24	12	3	3	4	16	6	7	7	8	3	5	27	7	138	44
fr	2020-08-04	🤔	9	6	9	6	14	13	9	8	2	13	13	13	4	11	8	138	45
fr	2020-08-04	sommes	10	6	4	7	6	11	9	16	6	23	9	10	5	5	10	137	63
fr	2020-08-04	seront	8	13	6	3	7	8	6	14	28	10	12	7	2	4	9	137	70
fr	2020-08-04	recherche	3	10	10	8	6	10	10	17	12	17	8	5	2	7	12	137	64
fr	2020-08-04	psg	0	16	4	14	11	3	8	9	9	3	11	14	9	8	18	137	40
fr	2020-08-04	nombre	5	8	17	7	7	20	7	7	10	11	12	5	11	4	6	137	47
fr	2020-08-04	met	14	13	13	3	5	4	7	12	4	11	17	10	4	6	14	137	51
fr	2020-08-04	k	18	13	7	12	10	8	9	13	4	9	4	7	12	6	5	137	39
fr	2020-08-04	jeunes	19	15	12	7	7	7	13	6	5	8	4	6	5	7	16	137	36
fr	2020-08-04	info	7	10	14	2	11	9	4	20	9	2	9	6	9	14	11	137	44
fr	2020-08-04	film	11	12	9	5	4	13	14	8	7	3	11	2	8	9	20	136	43
fr	2020-08-04	argent	15	9	5	12	6	4	8	6	5	16	5	4	13	14	14	136	40
fr	2020-08-04	arabe	6	6	10	2	9	9	9	8	18	13	6	10	8	10	12	136	54
fr	2020-08-04	unis	4	10	12	12	23	11	5	11	5	10	7	7	6	9	3	135	38
fr	2020-08-04	super	9	5	5	17	22	7	12	8	4	9	6	9	7	7	8	135	39
fr	2020-08-04	nouvelles	14	13	8	5	6	4	4	8	8	12	3	6	5	12	27	135	35
fr	2020-08-04	nouveaux	16	6	11	7	5	9	13	11	9	7	6	10	8	5	12	135	46
